,Album,Artist,CreditedArtist,Credits,ArtistURL
15429,"Somehow, Someway",Chris Cuevas,Doug Stegmeyer,Bass,https://www.allmusic.com/artist/doug-stegmeyer-mn0000322248
15430,"Somehow, Someway",Chris Cuevas,Ed Terry,"Arranger,  Drum Programming,  Synthesizer",https://www.allmusic.com/artist/ed-terry-mn0000162110
15431,"Somehow, Someway",Chris Cuevas,Adam Tesé,Saxophone,https://www.allmusic.com/artist/adam-tes%C3%A9-mn0001845082
15432,"Somehow, Someway",Chris Cuevas,Fonzi Thornton,"Vocal Arrangement,  Vocals (Background)",https://www.allmusic.com/artist/fonzi-thornton-mn0000798783
15433,"Somehow, Someway",Chris Cuevas,Gerardo Velez,Percussion,https://www.allmusic.com/artist/gerardo-velez-mn0000655413
15434,"Somehow, Someway",Chris Cuevas,Fred Zarr,"Arranger,  Clapping,  Drum Programming,  Horn Arrangements,  Keyboard Programming,  Keyboards,  Producer,  Synthesizer,  Synthesizer Bass",https://www.allmusic.com/artist/fred-zarr-mn0000796242
15435,"Somehow, Someway",Chris Cuevas,Rosalind Zarr,Clapping,https://www.allmusic.com/artist/rosalind-zarr-mn0003905528
15436,"Somehow, Someway",Chris Cuevas,Andy Zulla,"Arranger,  Bass Programming,  Composer,  Drum Programming,  Engineer,  Keyboard Programming,  Keyboards,  Producer,  Recording",https://www.allmusic.com/artist/andy-zulla-mn0000031720
15437,Reaching a Level of Assassination,Funkytown Pros,Barron A. Allen,Concept,https://www.allmusic.com/artist/barron-a-allen-mn0001847549
15438,Reaching a Level of Assassination,Funkytown Pros,Adrian Belew,Composer,https://www.allmusic.com/artist/adrian-belew-mn0000498577
15439,Reaching a Level of Assassination,Funkytown Pros,Charles Bobbit,Composer,https://www.allmusic.com/artist/charles-bobbit-mn0000168209
15440,Reaching a Level of Assassination,Funkytown Pros,Boiwundah,Composer,https://www.allmusic.com/artist/boiwundah-mn0001448249
15441,Reaching a Level of Assassination,Funkytown Pros,Devastation,"Bass,  Composer,  Keyboards,  Mixing,  Producer",https://www.allmusic.com/artist/devastation-mn0000245985
15442,Reaching a Level of Assassination,Funkytown Pros,Mike Franky,Engineer,https://www.allmusic.com/artist/mike-franky-mn0001227836
15443,Reaching a Level of Assassination,Funkytown Pros,Funkytown Pros,Primary Artist,https://www.allmusic.com/artist/funkytown-pros-mn0002133999
15444,Reaching a Level of Assassination,Funkytown Pros,Brian Gardner,Mastering,https://www.allmusic.com/artist/brian-gardner-mn0000300213
15445,Reaching a Level of Assassination,Funkytown Pros,Mike Miller,Photography,https://www.allmusic.com/artist/mike-miller-mn0000008350
15446,Reaching a Level of Assassination,Funkytown Pros,Matt Robinson,Executive Producer,https://www.allmusic.com/artist/matt-robinson-mn0001739455
15447,Reaching a Level of Assassination,Funkytown Pros,Aldo Sampieri,Art Direction,https://www.allmusic.com/artist/aldo-sampieri-mn0001767612
15448,Reaching a Level of Assassination,Funkytown Pros,David Tobocman,"Engineer,  Mixing",https://www.allmusic.com/artist/david-tobocman-mn0000226040
15449,Reaching a Level of Assassination,Funkytown Pros,Kimberly Ward,Vocals (Background),https://www.allmusic.com/artist/kimberly-ward-mn0001772684
15450,H.E.A.L.: Civilization Vs. Technology,HEAL,Anton,"Guitar,  Producer",https://www.allmusic.com/artist/anton-mn0001213859
15451,H.E.A.L.: Civilization Vs. Technology,HEAL,The Athenians,"Performer,  Primary Artist",https://www.allmusic.com/artist/the-athenians-mn0000033329
15452,H.E.A.L.: Civilization Vs. Technology,HEAL,Kevin B,"Performer,  Primary Artist",https://www.allmusic.com/artist/kevin-b-mn0001438416
15453,H.E.A.L.: Civilization Vs. Technology,HEAL,David Betancourt,Assistant Producer,https://www.allmusic.com/artist/david-betancourt-mn0000642317
15454,H.E.A.L.: Civilization Vs. Technology,HEAL,Big Daddy Kane,"Performer,  Primary Artist",https://www.allmusic.com/artist/big-daddy-kane-mn0000050434
15455,H.E.A.L.: Civilization Vs. Technology,HEAL,Billy Bragg,"Composer,  Performer,  Primary Artist,  Vocals",https://www.allmusic.com/artist/billy-bragg-mn0000083554
15456,H.E.A.L.: Civilization Vs. Technology,HEAL,Peter Buck,Guitar,https://www.allmusic.com/artist/peter-buck-mn0000319364
15457,H.E.A.L.: Civilization Vs. Technology,HEAL,Chris Conway,Rhythm,https://www.allmusic.com/artist/chris-conway-mn0000107891
15458,H.E.A.L.: Civilization Vs. Technology,HEAL,Norty Cotto,Producer,https://www.allmusic.com/artist/norty-cotto-mn0000551667
15459,H.E.A.L.: Civilization Vs. Technology,HEAL,D-Nice,Producer,https://www.allmusic.com/artist/d-nice-mn0000140270
15460,H.E.A.L.: Civilization Vs. Technology,HEAL,DJ Woody Dee,Primary Artist,https://www.allmusic.com/artist/dj-woody-dee-mn0002055849
15461,H.E.A.L.: Civilization Vs. Technology,HEAL,DMC,"Performer,  Primary Artist",https://www.allmusic.com/artist/dmc-mn0000661794
15462,H.E.A.L.: Civilization Vs. Technology,HEAL,Chris Frantz,Producer,https://www.allmusic.com/artist/chris-frantz-mn0000776950
15463,H.E.A.L.: Civilization Vs. Technology,HEAL,Grand Daddy I.U.,"Performer,  Primary Artist",https://www.allmusic.com/artist/grand-daddy-iu-mn0000661026
15464,H.E.A.L.: Civilization Vs. Technology,HEAL,Harmony,"Performer,  Primary Artist",https://www.allmusic.com/artist/harmony-mn0000663880
15465,H.E.A.L.: Civilization Vs. Technology,HEAL,HEAL,"Composer,  Primary Artist",https://www.allmusic.com/artist/heal-mn0000657758
15466,H.E.A.L.: Civilization Vs. Technology,HEAL,Heather B.,"Performer,  Primary Artist",https://www.allmusic.com/artist/heather-b-mn0000951379
15467,H.E.A.L.: Civilization Vs. Technology,HEAL,Peter Jorge,"Assistant Engineer,  Mixing",https://www.allmusic.com/artist/peter-jorge-mn0001005272
15468,H.E.A.L.: Civilization Vs. Technology,HEAL,John Keane,Engineer,https://www.allmusic.com/artist/john-keane-mn0000232941
15469,H.E.A.L.: Civilization Vs. Technology,HEAL,Kid Capri,"Performer,  Primary Artist",https://www.allmusic.com/artist/kid-capri-mn0000768096
15470,H.E.A.L.: Civilization Vs. Technology,HEAL,Kool Moe Dee,"Performer,  Primary Artist",https://www.allmusic.com/artist/kool-moe-dee-mn0000113300
15471,H.E.A.L.: Civilization Vs. Technology,HEAL,KRS-One,"Mixing,  Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/krs-one-mn0000359119
15472,H.E.A.L.: Civilization Vs. Technology,HEAL,Kushite,"Performer,  Primary Artist",https://www.allmusic.com/artist/kushite-mn0001495983
15473,H.E.A.L.: Civilization Vs. Technology,HEAL,LL Cool J,"Performer,  Primary Artist",https://www.allmusic.com/artist/ll-cool-j-mn0000094752
15474,H.E.A.L.: Civilization Vs. Technology,HEAL,Ziggy Marley,"Composer,  Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/ziggy-marley-mn0000697350
15475,H.E.A.L.: Civilization Vs. Technology,HEAL,Ziggy Marley & the Melody Makers,"Performer,  Primary Artist",https://www.allmusic.com/artist/ziggy-marley-the-melody-makers-mn0000600720
15476,H.E.A.L.: Civilization Vs. Technology,HEAL,Mauricette Martin,Vocals (Background),https://www.allmusic.com/artist/mauricette-martin-mn0000756817
15477,H.E.A.L.: Civilization Vs. Technology,HEAL,MC Lyte,"Performer,  Primary Artist",https://www.allmusic.com/artist/mc-lyte-mn0000220590
15478,H.E.A.L.: Civilization Vs. Technology,HEAL,Sheila McIntosh,Vocals (Background),https://www.allmusic.com/artist/sheila-mcintosh-mn0001907564
15479,H.E.A.L.: Civilization Vs. Technology,HEAL,Sidney Mills,"Arranger,  Drums,  Keyboards,  Mixing,  Producer",https://www.allmusic.com/artist/sidney-mills-mn0000033186
15480,H.E.A.L.: Civilization Vs. Technology,HEAL,Ms. Melodie,"Performer,  Primary Artist",https://www.allmusic.com/artist/ms-melodie-mn0000605482
15481,H.E.A.L.: Civilization Vs. Technology,HEAL,Musik G.,"Performer,  Primary Artist",https://www.allmusic.com/artist/musik-g-mn0001927982
15482,H.E.A.L.: Civilization Vs. Technology,HEAL,Yianni Papadopoulos,"Engineer,  Mixing",https://www.allmusic.com/artist/yianni-papadopoulos-mn0001195745
15483,H.E.A.L.: Civilization Vs. Technology,HEAL,Kenny Parker,"Mixing,  Producer",https://www.allmusic.com/artist/kenny-parker-mn0000085065
15484,H.E.A.L.: Civilization Vs. Technology,HEAL,Lawrence Parker,"Arranger,  Composer,  Executive Producer,  Producer",https://www.allmusic.com/artist/lawrence-parker-mn0000141596
15485,H.E.A.L.: Civilization Vs. Technology,HEAL,Sheila Pate,Vocals (Background),https://www.allmusic.com/artist/sheila-pate-mn0001184467
15486,H.E.A.L.: Civilization Vs. Technology,HEAL,Queen Latifah,"Performer,  Primary Artist",https://www.allmusic.com/artist/queen-latifah-mn0000372229
15487,H.E.A.L.: Civilization Vs. Technology,HEAL,Shabba Ranks,"Performer,  Primary Artist",https://www.allmusic.com/artist/shabba-ranks-mn0000129817
15488,H.E.A.L.: Civilization Vs. Technology,HEAL,Reverend Badoo,"Performer,  Primary Artist",https://www.allmusic.com/artist/reverend-badoo-mn0001604327
15489,H.E.A.L.: Civilization Vs. Technology,HEAL,Glenn Rosenstein,Producer,https://www.allmusic.com/artist/glenn-rosenstein-mn0000553554
15490,H.E.A.L.: Civilization Vs. Technology,HEAL,Salt-N-Pepa,"Performer,  Primary Artist",https://www.allmusic.com/artist/salt-n-pepa-mn0000294891
15491,H.E.A.L.: Civilization Vs. Technology,HEAL,Jane Scarpantoni,Cello,https://www.allmusic.com/artist/jane-scarpantoni-mn0000810092
15492,H.E.A.L.: Civilization Vs. Technology,HEAL,Grant Showbiz,Producer,https://www.allmusic.com/artist/grant-showbiz-mn0000741186
15493,H.E.A.L.: Civilization Vs. Technology,HEAL,Simone,"Composer,  Performer,  Primary Artist",https://www.allmusic.com/artist/simone-mn0000048571
15494,H.E.A.L.: Civilization Vs. Technology,HEAL,Sister Carol,"Composer,  Performer,  Primary Artist",https://www.allmusic.com/artist/sister-carol-mn0000012570
15495,H.E.A.L.: Civilization Vs. Technology,HEAL,Skadanks,"Composer,  Performer,  Primary Artist",https://www.allmusic.com/artist/skadanks-mn0001360691
15496,H.E.A.L.: Civilization Vs. Technology,HEAL,Sky High & Mau Mau,"Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/sky-high-mau-mau-mn0001209834
15497,H.E.A.L.: Civilization Vs. Technology,HEAL,Sleepy Wonder,"Performer,  Primary Artist",https://www.allmusic.com/artist/sleepy-wonder-mn0000749305
15498,H.E.A.L.: Civilization Vs. Technology,HEAL,Mark Stepp,Drums,https://www.allmusic.com/artist/mark-stepp-mn0001425144
15499,H.E.A.L.: Civilization Vs. Technology,HEAL,Michael Stipe,"Arranger,  Composer,  Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/michael-stipe-mn0000461998
15500,H.E.A.L.: Civilization Vs. Technology,HEAL,Dwayne Sumal,"Arranger,  Editing,  Engineer,  Mixing,  Producer",https://www.allmusic.com/artist/dwayne-sumal-mn0000158243
15501,H.E.A.L.: Civilization Vs. Technology,HEAL,Victor Van Vugt,Mixing,https://www.allmusic.com/artist/victor-van-vugt-mn0000214286
15502,H.E.A.L.: Civilization Vs. Technology,HEAL,Lori-Ann Velez,Vocals (Background),https://www.allmusic.com/artist/lori-ann-velez-mn0001194116
15503,H.E.A.L.: Civilization Vs. Technology,HEAL,Tina Weymouth,Producer,https://www.allmusic.com/artist/tina-weymouth-mn0000502157
15504,Guitar Speak 3,Various,Adrian Belew,"Performer,  Primary Artist",https://www.allmusic.com/artist/adrian-belew-mn0000498577
15505,Guitar Speak 3,Various,Robert Fripp,Performer,https://www.allmusic.com/artist/robert-fripp-mn0000238440
15506,Guitar Speak 3,Various,Robert Fripp & the League of Crafty Guitarists,"Performer,  Primary Artist",https://www.allmusic.com/artist/robert-fripp-the-league-of-crafty-guitarists-mn0000831234
15507,Guitar Speak 3,Various,Steve Hackett,"Performer,  Primary Artist",https://www.allmusic.com/artist/steve-hackett-mn0000754587
15508,Guitar Speak 3,Various,Nils Lofgren,"Performer,  Primary Artist",https://www.allmusic.com/artist/nils-lofgren-mn0000414745
15509,Guitar Speak 3,Various,Dominic Miller,"Performer,  Primary Artist",https://www.allmusic.com/artist/dominic-miller-mn0000149796
15510,Guitar Speak 3,Various,Steve Morse,"Performer,  Primary Artist",https://www.allmusic.com/artist/steve-morse-mn0000044134
15511,Guitar Speak 3,Various,Bob Mould,"Performer,  Primary Artist",https://www.allmusic.com/artist/bob-mould-mn0000058386
15512,Guitar Speak 3,Various,Gary Myrick,"Performer,  Primary Artist",https://www.allmusic.com/artist/gary-myrick-mn0000798617
15513,Guitar Speak 3,Various,Mick Taylor,"Performer,  Primary Artist",https://www.allmusic.com/artist/mick-taylor-mn0000470588
15514,Guitar Speak 3,Various,Tom Verlaine,"Performer,  Primary Artist",https://www.allmusic.com/artist/tom-verlaine-mn0000933809
15515,Frame by Frame: The Essential King Crimson,King Crimson,Tony Arnold,"Engineer,  Mixing",https://www.allmusic.com/artist/tony-arnold-mn0000004247
15516,Frame by Frame: The Essential King Crimson,King Crimson,Adrian Belew,"Composer,  Guitar,  Vocals",https://www.allmusic.com/artist/adrian-belew-mn0000498577
15517,Frame by Frame: The Essential King Crimson,King Crimson,Boz,"Guitar (Bass),  Vocals",https://www.allmusic.com/artist/boz-mn0000081671
15518,Frame by Frame: The Essential King Crimson,King Crimson,Bill Bruford,"Composer,  Drums,  Percussion",https://www.allmusic.com/artist/bill-bruford-mn0000074776
15519,Frame by Frame: The Essential King Crimson,King Crimson,Marc Charig,Cornet,https://www.allmusic.com/artist/marc-charig-mn0000056983
15520,Frame by Frame: The Essential King Crimson,King Crimson,George Chkiantz,Engineer,https://www.allmusic.com/artist/george-chkiantz-mn0000639341
15521,Frame by Frame: The Essential King Crimson,King Crimson,Mel Collins,"Flute,  Saxophone,  Vocals (Background)",https://www.allmusic.com/artist/mel-collins-mn0000407337
15522,Frame by Frame: The Essential King Crimson,King Crimson,David Cross,"Composer,  Keyboards,  Mellotron,  Viola,  Violin",https://www.allmusic.com/artist/david-cross-mn0000641067
15523,Frame by Frame: The Essential King Crimson,King Crimson,Rhett Davies,"Engineer,  Producer",https://www.allmusic.com/artist/rhett-davies-mn0000889377
15524,Frame by Frame: The Essential King Crimson,King Crimson,Brad Davis,Engineer,https://www.allmusic.com/artist/brad-davis-mn0000082045
15525,Frame by Frame: The Essential King Crimson,King Crimson,Donovan,Composer,https://www.allmusic.com/artist/donovan-mn0000799053
15526,Frame by Frame: The Essential King Crimson,King Crimson,Nick Evans,Trombone,https://www.allmusic.com/artist/nick-evans-mn0000866265
15527,Frame by Frame: The Essential King Crimson,King Crimson,Robert Fripp,"Composer,  Guitar,  Keyboards,  Mellotron,  Mixing,  Producer",https://www.allmusic.com/artist/robert-fripp-mn0000238440
15528,Frame by Frame: The Essential King Crimson,King Crimson,Michael Giles,"Composer,  Drums,  Percussion,  Vocals",https://www.allmusic.com/artist/michael-giles-mn0000465386
15529,Frame by Frame: The Essential King Crimson,King Crimson,Peter Giles,Guitar (Bass),https://www.allmusic.com/artist/peter-giles-mn0000659952
15530,Frame by Frame: The Essential King Crimson,King Crimson,Gustav Holst,Composer,https://www.allmusic.com/artist/gustav-holst-mn0000099034
15531,Frame by Frame: The Essential King Crimson,King Crimson,King Crimson,"Composer,  Primary Artist,  Producer",https://www.allmusic.com/artist/king-crimson-mn0000076057
15532,Frame by Frame: The Essential King Crimson,King Crimson,Greg Lake,"Composer,  Guitar (Bass)",https://www.allmusic.com/artist/greg-lake-mn0000186477
15533,Frame by Frame: The Essential King Crimson,King Crimson,Tony Levin,"Baritone,  Bass,  Composer,  Guitar (Bass),  Lyricist,  Sax (Tenor),  Stick,  Vocals",https://www.allmusic.com/artist/tony-levin-mn0000007305
15534,Frame by Frame: The Essential King Crimson,King Crimson,Andy McCulloch,Drums (Snare),https://www.allmusic.com/artist/andy-mcculloch-mn0000242058
15535,Frame by Frame: The Essential King Crimson,King Crimson,Ian McDonald,"Composer,  Flute,  Keyboards,  Mellotron,  Sax (Alto),  Vocals,  Woodwind",https://www.allmusic.com/artist/ian-mcdonald-mn0000769171
15536,Frame by Frame: The Essential King Crimson,King Crimson,Robin Miller,"Cor Anglais,  Oboe",https://www.allmusic.com/artist/robin-miller-mn0000830955
15537,Frame by Frame: The Essential King Crimson,King Crimson,Jamie Muir,"Composer,  Percussion",https://www.allmusic.com/artist/jamie-muir-mn0000212138
15538,Frame by Frame: The Essential King Crimson,King Crimson,Richard Palmer-James,Composer,https://www.allmusic.com/artist/richard-palmer-james-mn0000354117
15539,Frame by Frame: The Essential King Crimson,King Crimson,Nick Ryan,Engineer,https://www.allmusic.com/artist/nick-ryan-mn0000402206
15540,Frame by Frame: The Essential King Crimson,King Crimson,Peter Sinfield,"Artwork,  Composer,  Lyricist,  Mixing,  Producer",https://www.allmusic.com/artist/peter-sinfield-mn0000321322
15541,Frame by Frame: The Essential King Crimson,King Crimson,David Singleton,"Engineer,  Mixing",https://www.allmusic.com/artist/david-singleton-mn0000182110
15542,Frame by Frame: The Essential King Crimson,King Crimson,Robin Thompson,Engineer,https://www.allmusic.com/artist/robin-thompson-mn0000831347
15543,Frame by Frame: The Essential King Crimson,King Crimson,Keith Tippett,Piano,https://www.allmusic.com/artist/keith-tippett-mn0000085158
15544,Frame by Frame: The Essential King Crimson,King Crimson,Ian Wallace,"Drums,  Percussion,  Vocals (Background)",https://www.allmusic.com/artist/ian-wallace-mn0000679485
15545,Frame by Frame: The Essential King Crimson,King Crimson,John Wetton,"Composer,  Guitar (Bass),  Vocals",https://www.allmusic.com/artist/john-wetton-mn0000231213
15546,Dice Rules,Andrew Dice Clay,Adrian Belew,Composer,https://www.allmusic.com/artist/adrian-belew-mn0000498577
15547,Dice Rules,Andrew Dice Clay,Andrew Dice Clay,"Composer,  Primary Artist,  Producer,  Voices",https://www.allmusic.com/artist/andrew-dice-clay-mn0000752150
15548,Dice Rules,Andrew Dice Clay,Brian Connolly,Composer,https://www.allmusic.com/artist/brian-connolly-mn0000521527
15549,Dice Rules,Andrew Dice Clay,Chris Difford,Composer,https://www.allmusic.com/artist/chris-difford-mn0000111151
15550,Dice Rules,Andrew Dice Clay,George Drakoulias,Photography,https://www.allmusic.com/artist/george-drakoulias-mn0000643159
15551,Dice Rules,Andrew Dice Clay,Wolfgang Dziony,Composer,https://www.allmusic.com/artist/wolfgang-dziony-mn0000674853
15552,Dice Rules,Andrew Dice Clay,Steven Ett,Engineer,https://www.allmusic.com/artist/steven-ett-mn0000038603
15553,Dice Rules,Andrew Dice Clay,Greg Fulginiti,Mastering,https://www.allmusic.com/artist/greg-fulginiti-mn0000191800
15554,Dice Rules,Andrew Dice Clay,Lothar Heimberg,Composer,https://www.allmusic.com/artist/lothar-heimberg-mn0000173199
15555,Dice Rules,Andrew Dice Clay,Steve Jankowski,Trumpet,https://www.allmusic.com/artist/steve-jankowski-mn0000750996
15556,Dice Rules,Andrew Dice Clay,Jay Leonhart,Composer,https://www.allmusic.com/artist/jay-leonhart-mn0000220603
15557,Dice Rules,Andrew Dice Clay,Klaus Meine,Composer,https://www.allmusic.com/artist/klaus-meine-mn0000773121
15558,Dice Rules,Andrew Dice Clay,Brendan O'Brien,"Engineer,  Mixing",https://www.allmusic.com/artist/brendan-obrien-mn0000514979
15559,Dice Rules,Andrew Dice Clay,Steve Priest,Composer,https://www.allmusic.com/artist/steve-priest-mn0000048268
15560,Dice Rules,Andrew Dice Clay,Rick Rubin,Producer,https://www.allmusic.com/artist/rick-rubin-mn0000356250
15561,Dice Rules,Andrew Dice Clay,Michael Schenker,Composer,https://www.allmusic.com/artist/michael-schenker-mn0000397545
15562,Dice Rules,Andrew Dice Clay,Rudolf Schenker,Composer,https://www.allmusic.com/artist/rudolf-schenker-mn0000854146
15563,Dice Rules,Andrew Dice Clay,Andy Scott,Composer,https://www.allmusic.com/artist/andy-scott-mn0000038479
15564,Dice Rules,Andrew Dice Clay,Joe Steiner,Remastering,https://www.allmusic.com/artist/joe-steiner-mn0001699276
15565,Dice Rules,Andrew Dice Clay,Glenn Tilbrook,Composer,https://www.allmusic.com/artist/glenn-tilbrook-mn0000553208
15566,Dice Rules,Andrew Dice Clay,Mick Tucker,Composer,https://www.allmusic.com/artist/mick-tucker-mn0000889924
15567,Desire of the Rhino King,Adrian Belew,Adrian Belew,"Composer,  Cover Art Concept,  Drums,  Guitar,  Liner Notes,  Percussion,  Piano,  Primary Artist,  Producer,  Vocals",https://www.allmusic.com/artist/adrian-belew-mn0000498577
15568,Desire of the Rhino King,Adrian Belew,Audie Belew,Piano,https://www.allmusic.com/artist/audie-belew-mn0000561608
15569,Desire of the Rhino King,Adrian Belew,Margaret Belew,"Cover Art,  Cover Design",https://www.allmusic.com/artist/margaret-belew-mn0001274557
15570,Desire of the Rhino King,Adrian Belew,Christy Bley,"Keyboards,  Vocals",https://www.allmusic.com/artist/christy-bley-mn0001457924
15571,Desire of the Rhino King,Adrian Belew,Greg Calbi,"Digital Remastering,  Remastering",https://www.allmusic.com/artist/greg-calbi-mn0000189140
15572,Desire of the Rhino King,Adrian Belew,Rich Denhart,"Assistant,  Assistant Engineer",https://www.allmusic.com/artist/rich-denhart-mn0000343198
15573,Desire of the Rhino King,Adrian Belew,Mike Getz,"Cover Art,  Cover Design",https://www.allmusic.com/artist/mike-getz-mn0001300680
15574,Desire of the Rhino King,Adrian Belew,Stan Hertzman,"Executive Producer,  Photography",https://www.allmusic.com/artist/stan-hertzman-mn0001750905
15575,Desire of the Rhino King,Adrian Belew,Bill Janssen,"Composer,  Saxophone,  Vocals",https://www.allmusic.com/artist/bill-janssen-mn0000766326
15576,Desire of the Rhino King,Adrian Belew,Cindy Johnston,Typesetting,https://www.allmusic.com/artist/cindy-johnston-mn0002310607
15577,Desire of the Rhino King,Adrian Belew,Larrie Londin,Drums,https://www.allmusic.com/artist/larrie-londin-mn0000121793
15578,Desire of the Rhino King,Adrian Belew,Clif Mayhugh,"Bass,  Vocals",https://www.allmusic.com/artist/clif-mayhugh-mn0001294419
15579,Desire of the Rhino King,Adrian Belew,Gary Platt,Engineer,https://www.allmusic.com/artist/gary-platt-mn0000184296
15580,Desire of the Rhino King,Adrian Belew,Christine Rodin,Photography,https://www.allmusic.com/artist/christine-rodin-mn0001752442
15581,Desire of the Rhino King,Adrian Belew,Sukita,"Cover Art,  Cover Design",https://www.allmusic.com/artist/sukita-mn0001256172
15582,Young Lions,Adrian Belew,Mike Barnett,Bass,https://www.allmusic.com/artist/mike-barnett-mn0001287494
15583,Young Lions,Adrian Belew,Mike Barnett,"Bass,  String Bass",https://www.allmusic.com/artist/mike-barnett-mn0002147519
15584,Young Lions,Adrian Belew,Adrian Belew,"Composer,  Multi Instruments,  Primary Artist,  Producer,  Vocals",https://www.allmusic.com/artist/adrian-belew-mn0000498577
15585,Young Lions,Adrian Belew,Carol Bobolts,Design,https://www.allmusic.com/artist/carol-bobolts-mn0001780423
15586,Young Lions,Adrian Belew,David Bowie,"Composer,  Guest Artist,  Vocals",https://www.allmusic.com/artist/david-bowie-mn0000531986
15587,Young Lions,Adrian Belew,Bill Bruford,Composer,https://www.allmusic.com/artist/bill-bruford-mn0000074776
15588,Young Lions,Adrian Belew,Bob Defrin,Art Direction,https://www.allmusic.com/artist/bob-defrin-mn0001775199
15589,Young Lions,Adrian Belew,Rich Denhart,Engineer,https://www.allmusic.com/artist/rich-denhart-mn0000343198
15590,Young Lions,Adrian Belew,Bob Dylan,Composer,https://www.allmusic.com/artist/bob-dylan-mn0000066915
15591,Young Lions,Adrian Belew,Ron Fajerstein,Executive Producer,https://www.allmusic.com/artist/ron-fajerstein-mn0001194074
15592,Young Lions,Adrian Belew,Robert Fripp,Composer,https://www.allmusic.com/artist/robert-fripp-mn0000238440
15593,Young Lions,Adrian Belew,Ellen Gieles,Percussion,https://www.allmusic.com/artist/ellen-gieles-mn0001254085
15594,Young Lions,Adrian Belew,Dan Harjung,Assistant Engineer,https://www.allmusic.com/artist/dan-harjung-mn0000667706
15595,Young Lions,Adrian Belew,George Harrison,Composer,https://www.allmusic.com/artist/george-harrison-mn0000209142
15596,Young Lions,Adrian Belew,Stan Hertzman,Executive Producer,https://www.allmusic.com/artist/stan-hertzman-mn0001750905
15597,Young Lions,Adrian Belew,Ted Jensen,"Digital Mastering,  Mastering",https://www.allmusic.com/artist/ted-jensen-mn0000022180
15598,Young Lions,Adrian Belew,Tony Levin,Composer,https://www.allmusic.com/artist/tony-levin-mn0000007305
15599,Young Lions,Adrian Belew,Jeff Lynne,Composer,https://www.allmusic.com/artist/jeff-lynne-mn0000228266
15600,Young Lions,Adrian Belew,Roy Orbison,Composer,https://www.allmusic.com/artist/roy-orbison-mn0000852007
15601,Young Lions,Adrian Belew,Tom Petty,Composer,https://www.allmusic.com/artist/tom-petty-mn0000612716
15602,Young Lions,Adrian Belew,Prophet Omega,Voices,https://www.allmusic.com/artist/prophet-omega-mn0000856127
15603,Young Lions,Adrian Belew,Sotto Vocé,Cover Art Concept,https://www.allmusic.com/artist/sotto-voc%C3%A9-mn0001735705
15604,Young Lions,Adrian Belew,John M. Stevens,Lettering,https://www.allmusic.com/artist/john-m-stevens-mn0002288914
15605,Young Lions,Adrian Belew,Curtice Taylor,Photo Tinting,https://www.allmusic.com/artist/curtice-taylor-mn0001817712
15606,Young Lions,Adrian Belew,Dree Van Beeck,Percussion,https://www.allmusic.com/artist/dree-van-beeck-mn0001300729
15607,Young Lions,Adrian Belew,Van Kampen,Percussion,https://www.allmusic.com/artist/van-kampen-mn0001611897
15608,Young Lions,Adrian Belew,Willem Van Kruysdijk,Percussion,https://www.allmusic.com/artist/willem-van-kruysdijk-mn0001837323
15609,Young Lions,Adrian Belew,Michael White,Engineer,https://www.allmusic.com/artist/michael-white-mn0000468609
15610,Young Lions,Adrian Belew,Mies Wilbrink,Percussion,https://www.allmusic.com/artist/mies-wilbrink-mn0001311225
15611,Walk on Water,Jerry Harrison,Tawatha Agee,Vocals (Background),https://www.allmusic.com/artist/tawatha-agee-mn0000019460
15612,Walk on Water,Jerry Harrison,Tom Bailey,Keyboards,https://www.allmusic.com/artist/tom-bailey-mn0000524836
15613,Walk on Water,Jerry Harrison,Adrian Belew,"Guest Artist,  Guitar",https://www.allmusic.com/artist/adrian-belew-mn0000498577
15614,Walk on Water,Jerry Harrison,Ernie Brooks,"Bass,  Guest Artist",https://www.allmusic.com/artist/ernie-brooks-mn0000168296
15615,Walk on Water,Jerry Harrison,Jerry Harrison,"Guitar,  Keyboards,  Primary Artist,  Vocals",https://www.allmusic.com/artist/jerry-harrison-mn0000330961
15616,Walk on Water,Jerry Harrison,Dan Hartman,"Guest Artist,  Keyboards",https://www.allmusic.com/artist/dan-hartman-mn0000670057
15617,Walk on Water,Jerry Harrison,Dr. Rick Jaeger,Drums,https://www.allmusic.com/artist/dr-rick-jaeger-mn0000468676
15618,Walk on Water,Jerry Harrison,Jason Klagstad,Guitar,https://www.allmusic.com/artist/jason-klagstad-mn0001623212
15619,Walk on Water,Jerry Harrison,Jim Liban,Harmonica,https://www.allmusic.com/artist/jim-liban-mn0000849352
15620,Walk on Water,Jerry Harrison,Sam Llanas,Vocals (Background),https://www.allmusic.com/artist/sam-llanas-mn0002406369
15621,Walk on Water,Jerry Harrison,Abdou M'Boup,Percussion,https://www.allmusic.com/artist/abdou-mboup-mn0000584943
15622,Walk on Water,Jerry Harrison,Arlene Newson,Vocals (Background),https://www.allmusic.com/artist/arlene-newson-mn0001525609
15623,Walk on Water,Jerry Harrison,Chris Spedding,"Guest Artist,  Guitar",https://www.allmusic.com/artist/chris-spedding-mn0000118261
